detailFund.acronym,detailFund.tradingName,detailFund.tradingCode,detailFund.tradingCodeOthers,detailFund.cnpj,detailFund.classification,detailFund.webSite,detailFund.fundAddress,detailFund.fundPhoneNumberDDD,detailFund.fundPhoneNumber,detailFund.fundPhoneNumberFax,detailFund.positionManager,detailFund.managerName,detailFund.companyAddress,detailFund.companyPhoneNumberDDD,detailFund.companyPhoneNumber,detailFund.companyPhoneNumberFax,detailFund.companyEmail,detailFund.companyName,detailFund.quotaCount,detailFund.quotaDateApproved,detailFund.typeFNET,detailFund.codes,detailFund.codesOther,detailFund.segment,shareHolder.shareHolderName,shareHolder.shareHolderAddress,shareHolder.shareHolderPhoneNumberDDD,shareHolder.shareHolderPhoneNumber,shareHolder.shareHolderFaxNumber,shareHolder.shareHolderEmail,url
SALI,FII VENUS   ,,,36669535000105,Financeiro e Outros/Fundos/Fundos Imobiliários,www.vortx.com.br/investidor/fundos-investimento,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 CIDADE: SÃO PAULO UF: SP,11,30307177,0,DIRETOR RESPONSAVEL,ERNANE DIVINO DOS SANTOS ALVES,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 CIDADE: SÃO PAULO UF: SP,11,30307177,0,admfundos@vortxbr.com,VENUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO         ,79565,2021-01-07,,,,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJTQUxJIn0=
KNHF,FII KINEA HF,,,42754342000147,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-hedge-fund-knhf11/,"Avenida Brigadeiro Faria Lima, 3500 -  - CEP: 5426100 CIDADE: São Paulo UF: SP",11,50198101,0,DIRETOR RESPONSAVEL                     ,ROBERTA ANCHIETA DA SILVA                                   ,"Avenida Brigadeiro Faria Lima, 3500 -  - CEP: 5426100 CIDADE: São Paulo UF: SP",11,50198101,0,produtosestruturados@itau-unibanco.com.br,KINEA HEDGE FUND FDO DE INV IMOB                  ,20000000,2022-12-20,,,,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiNDI3NTQzNDIwMDAxNDciLCJpZGVudGlmaWVyRnVuZCI6IktOSEYiLCJ0eXBlRnVuZCI6N30=
RBRD,FII RB II   ,RBRD11 ,,9006914000134,Financeiro e Outros/Fundos/Fundos Imobiliários,www.vam.com.br,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 CIDADE: SÃO PAULO UF: SP,11,51855038,51851610,DIRETOR RESPONSAVEL,ALEXANDRE LUIZ ZIMATH,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 CIDADE: SÃO PAULO UF: SP,11,51855038,51851610,vam-cvm@vam.com.br,RB CAPITAL RENDA II FDO INV IMOB - FII            ,1851786,2021-04-28,,['RBRD11'],,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.  ,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 Cidade: SÃO PAULO UF: SP,11,51715053,51715057,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjA5MDA2OTE0MDAwMTM0IiwiaWRlbnRpZmllckZ1bmQiOiJSQlJEIn0=
GCOI,FII GALAP SP,,,46285299000179,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,WWW.singulare.com.br,"Avenida Brigadeiro Faria Lima, 1355 - 5º ANDAR - CEP: 1452552 CIDADE: SÃO PAULO UF: SP",11,28273615,0,DIRETOR RESPONSAVEL                     ,DANIEL DOLL LEMOS                                           ,"Avenida Brigadeiro Faria Lima, 1355 - 5º ANDAR - CEP: 1452552 CIDADE: SÃO PAULO UF: SP",11,28273615,0,administracao.fundos@singulare.com.br,GALAPAGOS SPECIAL OPORTUNITIES FII                ,113000,2023-01-02,,,,,SINGULARE CORRETORA DE TITULOS E VALORES,"AV BRIG. FARIA LIMA, 1355 - 5.ANDAR - CEP: 1452002 Cidade: SÃO PAULO UF: SP",11,28273500,0,daniel@singulare.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQ2Mjg1Mjk5MDAwMTc5IiwiaWRlbnRpZmllckZ1bmQiOiJHQ09JIn0=
RBRX,FII RBR MULT,RBRX11 ,,41088458000121,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.rbrasset.com.br/,"PR, 501 - 5 - CEP: 22250040 CIDADE: Rio de Janeiro UF: RJ",11,33832513,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"PR, 501 - 5 - CEP: 22250040 CIDADE: Rio de Janeiro UF: RJ",11,33832513,0,ri.fundoslisdados@btgpactual.com,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII          ,1880688,2023-01-18,,['RBRX11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQxMDg4NDU4MDAwMTIxIiwiaWRlbnRpZmllckZ1bmQiOiJSQlJYIn0=
JCDB,FII JCDB 02 ,,,35705542000144,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.brltrust.com.br/,"Rua Iguatemi, 151 - 19º andar (parte) - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330360,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI,"Rua Iguatemi, 151 - 19º andar (parte) - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330360,0,juridico.fundos@brltrust.com.br,JACARANDÁ 02 FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,769499,2022-08-18,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJKQ0RCIn0=
RCRB,FII RIOB RC ,RCRB11 ,,3683056000186,Financeiro e Outros/Fundos/Fundos Imobiliários,www.riobravo.com.br,AV CHEDID JAFET 222 - BLOCO B/3.ANDAR  -  - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,21076600,21076699,DIRETOR RESPONSAVEL,PAULO ANDRÉ PORTO BILYK,AV CHEDID JAFET 222 - BLOCO B/3.ANDAR  -  - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,21076600,21076699,correspondencia@riobravo.com.br,FDO INV IMOB RIO BRAVO RENDA CORPORATIVA          ,3690695,2020-10-06,,['RCRB11'],,,RIO BRAVO INVESTIMENTOS DTVM S.A.       ,"AV CHEDID JAFET, 222 - BLOCO B - 3.ANDAR - CEP: 4551065 Cidade: SAO PAULO UF: SP",11,35096600,0,escrituracao@riobravo.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjAzNjgzMDU2MDAwMTg2IiwiaWRlbnRpZmllckZ1bmQiOiJSQ1JCIn0=
MALL,FII MALLS BP,MALL11 ,,26499833000132,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"XV DE NOVEMBRO, 20 - 12 ANDA - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ",21,21699999,0,DIRETOR RESPONSAVEL                     ,GUILHERME CHARNAUX GRUMSER                                  ,"XV DE NOVEMBRO, 20 - 12 ANDAR - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ",21,21699999,0,atendimentocvm@brasilplural.com,MALLS BRASIL PLURAL FDO INV IMOB                  ,9124659,2022-09-22,,['MALL11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI2NDk5ODMzMDAwMTMyIiwiaWRlbnRpZmllckZ1bmQiOiJNQUxMIn0=
LATR,FII LATERES ,LATR11B ,,17209378000100,Financeiro e Outros/Fundos/Fundos Imobiliários,www.oliveiratrust.com.br,"AV DAS AMERICAS, 3434 - BLOCO 07 - GR 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,35140099,DIRETOR RESPONSAVEL,JOSE ALEXANDRE COSTA DE FREITAS,"AV DAS AMERICAS, 3434 - BLOBO 07 - GR 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,35140099,ger2.fundos@oliveiratrust.com.br,LATERES FDO INV IMOB - FII                        ,124104,2015-06-10,,['LATR11B'],,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjE3MjA5Mzc4MDAwMTAwIiwiaWRlbnRpZmllckZ1bmQiOiJMQVRSIn0=
PLCA,FIAGRO PLUR ,PLCA11 ,,41272747000186,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.bancogenial.com/pt-br,"PRAIA DE BOTAFOGO, 228 - 9 ANDAR, SALA 907 - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,32068000,0,DIRETOR RESPONSAVEL                     ,RODRIGO GODOY,"PRAIA DE BOTAFOGO, 228 - 9 ANDAR, SALA 907 - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,32068000,0,middleadm@bancogenial.com,PLURAL CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO        ,557019,2022-08-08,,['PLCA11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiUExDQSJ9
ZAVI,FII ZAVIT R ,ZAVI11 ,,40575940000123,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://vortx.com.br/,"Rua Gilberto Sabino, 215 - 4ºandar - CEP: 5425020 CIDADE: são paulo UF: SP",11,30307177,0,DIRETOR RESPONSAVEL                     ,ERIC HAYASHIDA                                              ,"Rua Gilberto Sabino, 215 - 4ºandar - CEP: 5425020 CIDADE: são paulo UF: SP",11,30307177,0,admfundos@vortx.com.br,ZAVIT REAL ESTATE FUND - FDO INV IMOB             ,926518,2022-10-20,,['ZAVI11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJaQVZJIn0=
EDFO,FII OURINVES,EDFO11B ,,6175262000173,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.oliveiratrust.com.br,AV DAS AMERICAS  3434 - BLOCO 07 / SALA 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ,21,24937003,24934746,DIRETOR RESPONSAVEL                     ,JOSÉ ALEXANDRE COSTA DE FREITAS                             ,AV DAS AMERICAS  3434 - BLOCO 07 / SALA 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ,21,24937003,24934746,fundos@oliveiratrust.com.br,FDO INV IMOB EDIFÍCIO OURINVEST                   ,236000,2005-11-30,,['EDFO11B'],,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJFREZPIn0=
HOSI,FII HOUSI   ,HOSI11 ,,34081631000102,Financeiro e Outros/Fundos/Fundos Imobiliários,https://vortx.com.br/,AV BRIGADEIRO FARIA LIMA 2277 - 152 - 2 ANDAR - CEP: 145200 CIDADE: SAO PAULO UF: SP,11,30307177,0,DIRETOR RESPONSAVEL,ERNANE DIVINO DOS SANTOS ALVES,AV BRIGADEIRO FARIA LIMA 2277 - 152 - 2 ANDAR - CEP: 145200 CIDADE: SAO PAULO UF: SP,11,30307177,0,admfundos@vortx.com.br,FDO. INV. IMOB. HOUSI                             ,573450,2020-02-20,,['HOSI11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM0MDgxNjMxMDAwMTAyIiwiaWRlbnRpZmllckZ1bmQiOiJIT1NJIn0=
XPIN,FII XP INDL ,XPIN11 ,,28516325000140,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.vortx.com.br,"BRIGADEIRO FARIA LIMA,, 2277 - 2 andar, - CEP: 1452000 CIDADE: São Paulo UF: SP",11,30307177,30307177,DIRETOR RESPONSAVEL                     ,ERNANE DIVINO DOS SANTOS ALVES                              ,"BRIGADEIRO FARIA LIMA, 2277 - 2 andar - CEP: 145200 CIDADE: São Paulo UF: SP",11,30307177,30307177,admfundos@vortx.com.br,XP INDUSTRIAL FDO INV IMOB - FII                  ,7150422,2022-08-11,,['XPIN11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI4NTE2MzI1MDAwMTQwIiwiaWRlbnRpZmllckZ1bmQiOiJYUElOIn0=
SACL,FII S CARLOS,,,41833927000190,Financeiro e Outros/Fundos/Fundos Imobiliários,WWW.BRLTRUST.COM.BR,R IGUATEMI 151 - 19 ANDAR (PARTE) - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,31330350,0,DIRETOR RESPONSAVEL,DANILO CHRISTÓFARO BARBIERI,R IGUATEMI 151 - 19 ANDAR (PARTE) - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,31330350,0,FII@BRLTRUST.COM.BR,SÃO CARLOS RENDA IMOBILIÁRIA FDO. INV. IMOB.      ,2565000,2021-09-16,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQxODMzOTI3MDAwMTkwIiwiaWRlbnRpZmllckZ1bmQiOiJTQUNMIn0=
HGLG,FII CSHG LOG,HGLG11 ,,11728688000147,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.cshg.com.br,"LEOPOLDO COUTO DE MAGALHÃES JR, 700 - 11 ANDAR - CEP: 4542000 CIDADE: SÃO PAULO UF: SP",11,37018050,37018638,DIRETOR RESPONSAVEL                     ,AUGUSTO MARTINS                                             ,"LEOPOLDO COUTO DE MAGALHÃES JR, 700 - 11 ANDAR - CEP: 4542000 CIDADE: SÃO PAULO UF: SP",11,37018050,37018638,list.imobiliario@cshg.com.br,CSHG LOGÍSTICA FDO INV IMOB - FII                 ,23456675,2022-02-21,,['HGLG11'],,,ITAUBANCO - ACOES                       ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SAO PAULO UF: SP,11,50297780,32473141,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjExNzI4Njg4MDAwMTQ3IiwiaWRlbnRpZmllckZ1bmQiOiJIR0xHIn0=
VGIA,FIAGRO VGIA ,VGIA11 ,,41081088000109,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com,"Praia de Botafogo, 501 - 5º Andar, (Parte) - CEP: 22250040 CIDADE: Rio de Janeiro UF: RJ",11,33836190,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"Praia de Botafogo, 501 - 5º Andar, (Parte) - CEP: 22250040 CIDADE: Rio de Janeiro UF: RJ",11,33836190,0,OL-Eventos-Estruturados-PSF@btgpactual.com,VALORA CRA FDO INV NAS CAD PROD AGRO FIAGRO - IMOB,73082884,2022-09-12,,['VGIA11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiVkdJQSJ9
VPSI,FII POLO SHO,VPSI11 ,,14721889000100,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"DAS NAÇÕES UNIDAS, - CEP: 4794000 CIDADE: SÃO PAULO UF: SP",11,51715053,51715057,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI,"DAS NAÇÕES UNIDAS, - CEP: 4794000 CIDADE: SÃO PAULO UF: SP",11,51715053,51715057,funds@brltrust.com.br,FDO INV IMOB POLO SHOPPING INDAIATUBA             ,7849196,2014-05-07,,['VPSI11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMTQ3MjE4ODkwMDAxMDAiLCJpZGVudGlmaWVyRnVuZCI6IlZQU0kiLCJ0eXBlRnVuZCI6N30=
BTAL,FII BTG AGRO,BTAL11 ,,36642244000115,Financeiro e Outros/Fundos/Fundos Imobiliários,www.btgpactual.com/asset-management/fundos-btg-pactual,"N/I Praia de Botafogo 501 - 5 ANDAR, PARTE - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,DIRETOR RESPONSAVEL,ALLAN HADID,"N/I Praia de Botafogo 501 - 5 ANDAR, PARTE - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,sh-contato-fundoimobiliario@btgpactual.com,FDO. INV. IMOB. BTG PACTUAL AGRO LOGÍSTICA        ,5982736,2020-12-21,,['BTAL11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCVEFMIn0=
MVFI,FII MV9     ,,,23537203000117,Financeiro e Outros/Fundos/Fundos Imobiliários,www.btgpactual.com,N/I PRAIA DE BOTAFOGO 501 - 5o ANDAR PARTE - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832513,0,DIRETOR RESPONSAVEL,ALLAN HADID,N/I PRAIA DE BOTAFOGO 501 - 5o ANDAR PARTE - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832513,0,sh-contato-fundoimobiliario@btgpactual.com,FDO INV IMOB MV9 - FII                            ,77850000,2018-12-27,,,,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMjM1MzcyMDMwMDAxMTciLCJpZGVudGlmaWVyRnVuZCI6Ik1WRkkiLCJ0eXBlRnVuZCI6N30=
SHSO,FII HEDGE SH,,,44527168000125,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.hedgeinvest.com.br/,"AV. BRIGADEIRO FARIA LIMA, 3600 - 11º ANDAR CJ. 122 (PARTE) - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,541254000,0,DIRETOR RESPONSAVEL                     ,MARIA CECILIA CARRAZEDO DE ANDRADE                          ,"AV. BRIGADEIRO FARIA LIMA, 3600 - 11º ANDAR CJ. 122 (PARTE) - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,541254000,0,dtvm@hedgeinvest.com.br,SH SPECIAL OPPS FUNDO DE INVESTIMENTO IMOBILIÁRIO ,100000,2022-08-08,,,,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQ0NTI3MTY4MDAwMTI1IiwiaWRlbnRpZmllckZ1bmQiOiJTSFNPIn0=
ALZM,FII ALIANZME,ALZM11 ,,34847063000108,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,WWW.BTGPACTUAL.COM,"PRAIA DE BOTAFOGO, 501 - 5º andar - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32629600,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"PRAIA DE BOTAFOGO, 501 - 5º ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: SP",21,32629600,0,ri.fundoslistados@btgpactual.com,ALIANZA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOB,691192,2021-06-29,,['ALZM11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJBTFpNIn0=
ATWN,FII A TOWN  ,,,27773327000152,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.reag.com.br,Gilberto Sabino - CEP: 5425020 CIDADE: SÃO PAULO UF: SP,11,30307177,0,DIRETOR RESPONSAVEL                     ,SILVANO GERSZTEL,Gilberto Sabino - CEP: 5425020 CIDADE: SÃO PAULO UF: SP,11,30307177,0,dtvm@reag.com.br,FDO. INV. IMOB. A - TOWN                          ,879522,2020-12-28,,,,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJBVFdOIn0=
WPLZ,FII W PLAZA ,WPLZ11 ,,9326861000139,Financeiro e Outros/Fundos/Fundos Imobiliários,,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: SAO PAULO UF: SP,11,54125400,0,DIRETOR RESPONSAVEL,MARIA CECÍLIA CARRAZEDO DE ANDRADE,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: SAO PAULO UF: SP,11,54125400,0,dtvm@hedgeinvest.com.br,SHOPPING WEST PLAZA FDO INV IMOB                  ,1020747,2019-06-03,,['WPLZ11'],,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJXUExaIn0=
FAMB,FII ALMIRANT,FAMB11B ,,5562312000102,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com/home/assetmanagement.aspx/FundosInvestimentoImobiliario,"AV PRAIA DE BOTAFOGO, 501 - 5.ANDAR, 501 - 5.ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33833441,40814697,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"AV BRIGADEIRO FARIA LIMA 3729 - 9.ANDAR, 3729 - 9.ANDAR - CEP: 4538133 CIDADE: SÃO PAULO UF: SP",11,33833441,40814697,sh-contato-fundoimobiliario@btgpactual.com,FDO INV IMOB - FII EDIFÍCIO ALMIRANTE BARROSO     ,104800,2002-11-06,,['FAMB11B'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjA1NTYyMzEyMDAwMTAyIiwiaWRlbnRpZmllckZ1bmQiOiJGQU1CIn0=
